dataset,heuristic2,reject2,cost2,heuristic3,reject3,cost3,heuristic4,reject4,cost4,heuristic5,reject5,cost5,heuristic6,reject6,cost6
nsf_centers_easy_s1,0.4977651849230156,668,38906.79329963853,0.49707831538795555,623,40225.72758115285,0.4976243246697531,674,38703.05304518589,0.49706148409214534,624,40192.56801308806,0.49707831538795555,623,40225.72758115285
