dataset,heuristic2,reject2,cost2,heuristic3,reject3,cost3,heuristic4,reject4,cost4,heuristic5,reject5,cost5,heuristic6,reject6,cost6
nsf_centers_easy_s3,0.5053141418851487,609,49052.267743305165,0.5015960484217483,537,51056.809252594365,0.5057530962340131,600,49428.71910110044,0.49967471972035576,554,50193.59682419196,0.5015960484217483,537,51056.809252594365
