dataset,heuristic2,reject2,cost2,heuristic3,reject3,cost3,heuristic4,reject4,cost4,heuristic5,reject5,cost5,heuristic6,reject6,cost6
nsf_centers_easy_s2,0.5154892256935367,817,37130.00952777941,0.5096471372338354,753,38298.39202376993,0.5162612012731722,823,37046.947639869984,0.5096839793999629,769,37838.245313282736,0.5096471372338354,753,38298.39202376993
