./data_1_9/nsf_centers_easy_s1.json,0.4995224787842016,219,53099.71370734924,0.49948818188310046,245,52285.94422580244,0.5003551905647744,236,52670.21035762278,0.49936645525010126,301,50527.469413768806
./data_1_9/nsf_centers_easy_s2.json,0.4807007809389204,661,37552.41550611528,0.5117897836165176,689,40409.29208961643,0.5077040148584755,708,39375.41974277136,0.5243092432525893,715,41132.2829919297
./data_1_9/nsf_centers_easy_s3.json,0.4803978380545508,418,52273.05029307411,0.5015508900063633,423,55044.406883069394,0.5002258247190101,407,55420.3767996117,0.514977455465906,448,56038.8157768258
./data_1_9/nsf_centers_hard_s1.json,0.4992950136227255,1553,62496.16674119264,0.5002026267821408,1510,69328.98093496184,0.5002457445303694,1519,68034.33828213662,0.5006631078477098,1553,63291.38080689569
./data_1_9/nsf_centers_hard_s2.json,0.46842725559638043,1496,55097.774928760475,0.5042174428232459,1545,68602.78628303118,0.5052105665661151,1522,72444.95891264133,0.5258161801190975,1619,70428.6088752713
./data_1_9/nsf_centers_hard_s3.json,0.4423270778772317,1395,36661.95968385789,0.5053854040081889,1644,36683.402263029966,0.5032138371720228,1642,35999.952301229896,0.5278098490308083,1748,35086.555154823756
./data_1_9/nsf_centers_normal_s1.json,0.49992260223412144,1133,61452.684694736716,0.4977095165479837,912,76838.214251402,0.4978409311670957,893,78253.34538821402,0.49749587105905724,912,76776.85072874412
./data_1_9/nsf_centers_normal_s2.json,0.4537731949182238,1204,37623.11384200335,0.5057271201495726,1184,51707.10648001681,0.5021411362260935,1191,50386.94948077348,0.522127859283753,1195,55080.80700865161
./data_1_9/nsf_centers_normal_s3.json,0.4604375089348032,968,52456.35132295946,0.518853332800101,961,66681.39505012725,0.5106665692262047,985,63345.455884294024,0.5425525932301148,976,71412.15232570402
./data_1_9/nsf_rural_easy_s1.json,0.3722306960228856,49,189092.29946038255,0.4165354800012686,50,212268.55918259383,0.3730254448237197,56,188540.63127979686,0.3743416739831051,66,187847.71632560279
./data_1_9/nsf_rural_easy_s2.json,0.4029986034803139,85,235344.95775271812,0.4545354975666693,80,267978.71515756816,0.40326955394519376,86,235352.4636332653,0.40519735543350893,90,235903.8275902692
./data_1_9/nsf_rural_easy_s3.json,0.3951695703489692,79,283262.43069221976,0.43327498863758696,93,309383.66560385225,0.3967429590979652,112,278279.45310207567,0.39871941444343895,124,277526.5778311148
./data_1_9/nsf_rural_hard_s1.json,0.48219957766233923,1567,293850.6906053875,0.4867190193002344,1606,274301.3478838579,0.48690293623670916,1609,272209.67624803836,0.4880595794158055,1640,247925.03150486527
./data_1_9/nsf_rural_hard_s2.json,0.44440148191175,1423,311759.8492335926,0.49267572733969944,1678,259705.3111341857,0.4939726464599643,1680,262457.0459837216,0.508206038043546,1758,244700.86734682473
./data_1_9/nsf_rural_hard_s3.json,0.4213516607202835,1294,307507.7900407398,0.4918795689437734,1592,292147.2979079969,0.4907310966136079,1589,290876.4300913927,0.5105469507689342,1693,269916.93398256466
./data_1_9/nsf_rural_normal_s1.json,0.38660610890785974,253,460914.1516814842,0.4268639086801742,285,506884.9709963445,0.39483259659450726,289,459759.15353185654,0.4025927605091172,381,437887.3344469953
./data_1_9/nsf_rural_normal_s2.json,0.38138841376750676,263,503392.2307600186,0.4304391075889897,335,553103.757909015,0.40037094734297934,395,481630.61096693896,0.41171281251620345,455,476057.11827876983
./data_1_9/nsf_rural_normal_s3.json,0.40063251602353755,396,448433.61936356797,0.4648828795755526,525,495861.8300503618,0.4371066468872379,481,470957.77146724454,0.4641265121778533,591,470057.81611018605
./data_1_9/nsf_uniform_easy_s1.json,0.39457428789212423,21,201394.9577138619,0.43928529926953436,52,220529.5961086472,0.39745954726512184,41,200311.37881569238,0.4019091733225946,67,199264.18583179242
./data_1_9/nsf_uniform_easy_s2.json,0.3348453616929744,75,157360.56978196063,0.4049014699771232,85,191006.3236762459,0.3358868560911937,71,158387.7012173209,0.3392124232341745,72,159918.14708357907
./data_1_9/nsf_uniform_easy_s3.json,0.42195805387828933,112,217298.61706632457,0.45467935651064684,118,234514.51758008526,0.42467187736491085,109,219202.14101464968,0.4274423883985463,107,221000.90323280662
./data_1_9/nsf_uniform_hard_s1.json,0.4749258037641716,1429,337729.71334534924,0.4829967228807679,1505,305908.4655032006,0.482784349276585,1508,303114.4515746141,0.4852673065263869,1552,278349.3015177357
./data_1_9/nsf_uniform_hard_s2.json,0.4370082261846196,1315,274042.44088655605,0.4886894335965011,1537,261663.7241027537,0.48772490997107687,1542,255735.59962048428,0.5065920203844444,1639,240468.65108525878
./data_1_9/nsf_uniform_hard_s3.json,0.4230980718531489,1279,291070.9637961014,0.49591705158835164,1585,280703.6865260428,0.4939913449509425,1579,279504.7203622508,0.5147503790088355,1682,265448.0936541412
./data_1_9/nsf_uniform_normal_s1.json,0.4545572320588149,340,376179.47621361807,0.4745191012657228,324,400703.6388766277,0.4580179411242743,355,375831.669241647,0.4593752210992506,439,355480.37725322065
./data_1_9/nsf_uniform_normal_s2.json,0.4152683772627314,344,302818.48120707186,0.45837450308563255,481,310977.87716735323,0.43657196172465573,418,305405.02079909615,0.45438191972150493,528,296507.1735867987
./data_1_9/nsf_uniform_normal_s3.json,0.3964337816285681,136,343801.2826135427,0.45328861885982263,336,349174.42996686127,0.40764545797480634,267,322574.6816399401,0.42179751019253797,361,313149.5619213122
./data_1_9/nsf_urban_easy_s1.json,0.3642672198898431,38,208694.42666050047,0.41067565783002236,41,235550.85919698272,0.3661316991263669,57,207022.32092329906,0.3680411053806345,73,205813.7908056285
