2\input\nsf_centers_easy,12.971930742263794,0.05040907859802246,0.4945587548107128,9,19887.19183771444

2\input\nsf_centers_easyfull,12.971930742263794,0.18151378631591797,0.4955211735151775,29,82403.04879837825

2\input\nsf_centers_easy_DDR_CS,12.971930742263794,0.18151378631591797,0.4955211735151775,29,82403.04879837825

2\input\nsf_centers_hard,17.612626791000366,0.08177924156188965,0.49978338989132876,4,65793.23601846982

2\input\nsf_centers_hardfull,17.612626791000366,0.23935914039611816,0.5086181717509012,27,212080.7201310888

2\input\nsf_centers_hard_DDR_CS,17.612626791000366,0.23935914039611816,0.5086181717509012,27,212080.72013108883

2\input\nsf_centers_normal,12.930383682250977,0.04088902473449707,0.4946927787075827,7,19356.64703812319

2\input\nsf_centers_normalfull,12.930383682250977,0.18354582786560059,0.49815712729901607,26,74031.65746843646

2\input\nsf_centers_normal_DDR_CS,12.930383682250977,0.18354582786560059,0.49815712729901607,26,74031.65746843646

2\input\nsf_rural_easy,45.99672985076904,0.15485453605651855,0.3623165419225616,5,78030.1808025569

2\input\nsf_rural_easyfull,45.99672985076904,0.7898528575897217,0.3601009856619635,21,306290.0844871351

2\input\nsf_rural_easy_DDR_CS,45.99672985076904,0.7898528575897217,0.49027757749229617,20,426291.4250210033

2\input\nsf_rural_hard,97.95277047157288,0.20046758651733398,0.4075171656121636,3,236153.3290519229

2\input\nsf_rural_hardfull,97.95277047157288,1.100318193435669,0.4038732082875891,16,962592.6759476658

2\input\nsf_rural_hard_DDR_CS,97.95277047157288,1.100318193435669,0.4872795573783162,21,1156068.3729594608

2\input\nsf_rural_normal,34.1935179233551,0.12938976287841797,0.35621032149246046,1,69282.01092416573

2\input\nsf_rural_normalfull,34.1935179233551,0.7246391773223877,0.3573311748993899,13,349209.47177179984

2\input\nsf_rural_normal_DDR_CS,34.1935179233551,0.7246391773223877,0.4974347401704518,8,498562.3091259253

2\input\nsf_uniform_easy,31.773316144943237,0.10818672180175781,0.42297636711206116,2,63601.869225445014

2\input\nsf_uniform_easyfull,31.773316144943237,0.7476730346679688,0.42634710748762,13,314903.5361903343

2\input\nsf_uniform_easy_DDR_CS,31.773316144943237,0.7476730346679688,0.49583036663803653,11,369982.3782299833

2\input\nsf_uniform_hard,51.854087829589844,0.19484686851501465,0.42777455132184417,3,185949.73936061666

2\input\nsf_uniform_hardfull,51.854087829589844,1.1487653255462646,0.43262199864436035,15,702317.9985263802

2\input\nsf_uniform_hard_DDR_CS,51.854087829589844,1.1487653255462646,0.49899204502295624,14,817120.8262566142

2\input\nsf_uniform_normal,68.92139720916748,0.18550348281860352,0.33083786595164283,1,60538.354063117906

2\input\nsf_uniform_normalfull,68.92139720916748,0.7041149139404297,0.33645445464294527,16,257053.35118418344

2\input\nsf_uniform_normal_DDR_CS,68.92139720916748,0.7041149139404297,0.491712838140156,13,385707.7168613455

2\input\nsf_urban_easy,72.2210443019867,0.13269400596618652,0.35928472347862217,5,70517.51485177514

2\input\nsf_urban_easyfull,72.2210443019867,0.7789154052734375,0.3580603651820802,13,261804.04498705245

2\input\nsf_urban_easy_DDR_CS,72.2210443019867,0.7789154052734375,0.4942427208845002,15,364295.2076620612

2\input\nsf_urban_hard,46.70297813415527,0.20053744316101074,0.42707192250423986,5,169322.65915623744

2\input\nsf_urban_hardfull,46.70297813415527,1.0341746807098389,0.41987632796421165,15,671020.9431461598

2\input\nsf_urban_hard_DDR_CS,46.70297813415527,1.0341746807098389,0.49774136135197633,6,819968.0406713829

2\input\nsf_urban_normal,38.268200397491455,0.4493889808654785,0.4117549808531903,2,52282.99799950626

2\input\nsf_urban_normalfull,38.268200397491455,0.6504199504852295,0.4181891498077529,10,202223.2584739387

2\input\nsf_urban_normal_DDR_CS,38.268200397491455,0.6504199504852295,0.4953736265527145,12,239437.86593907466

